Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
"$2,900","Lavallette, NJ",,2.5,"3,618 Sq Ft",,3.0
,"710 Monmouth Parkway, North Middletown, Middletown Township, NJ 07748, USA",,,,,
"$16,000","305 Beecroft Place, Oakhurst, Ocean Township, NJ 07755, USA",,4.0,"3,034 Sq Ft",,5.0
,"1288 South Richmond Avenue, Point Pleasant, NJ 08742, USA",,,,,
"$5,500","83 Pinewood Place, Keansburg, NJ 07734, USA",,2.5,"3,000 Sq Ft",,5.0
,"Loveless Nature Preserve, Eggerts Crossing Road, Sturwood Hamlet, Lawrence Township, NJ 08638, USA",,,,,
"$45,000","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",,2.5,"1,600 Sq Ft",,4.0
,"1 Mochen Court, Sayreville, NJ 08872, USA",,,,,
"$6,600","Seaside Heights, NJ, 08751",,3.0,"1,274 Sq Ft",,4.0
,"78 Vroom Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,400","12 Greenbriar Road, Oakhurst, Ocean Township, NJ 07755, USA",,2.0,"1,885 Sq Ft",,4.0
,"Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",,,,,
"$2,400","375 Western Avenue, Bay Head, Ocean County, NJ 08742, USA",,2.0,"1,084 Sq Ft",,4.0
,"Lavallette, NJ",,,,,
"$7,500",,,1.0,850 Sq Ft,,3.0
,,,,,,
"$2,100",,,1.0,"2,446 Sq Ft",,1.0
,,,,,,
"$2,000",,,1.0,"2,672 Sq Ft",,2.0
,,,,,,
"$4,500",,,3.5,"1,332 Sq Ft",,4.0
,,,,,,
"$3,200",,,2.5,500 Sq Ft,,3.0
,,,,,,
"$4,500",,,1.0,"4,271 Sq Ft",,2.0
,,,,,,
"$15,000",,,4.5,"1,965 Sq Ft",,7.0
,,,,,,
"$6,850",,,3.0,"4,035 Sq Ft",,4.0
,,,,,,
"$12,360",,,1.0,,,2.0
,,,,,,
"$11,000",,,5.0,,,4.0
,,,,,,
"$38,550",,,5.0,,,8.0
,,,,,,
"$2,800",3500 Coventry Place,,1.5,"1,584 Sq Ft",,3.0
,"208 Deer Park Court, Cropwell, Evesham Township, NJ 08053, USA",,,,,
"$2,700","Timber Ridge Court, Hamilton, Neptune Township, NJ 07753, USA",,2.5,"1,504 Sq Ft",,3.0
,"Springside Road, Rancocas, Westampton Township, NJ 08073, USA",,,,,
"$3,535","Corrio Alley, Newtown, PA 19840, USA",,2.0,"1,326 Sq Ft",,2.0
,"337 1st Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$3,000","275 2nd Avenue, Ortley Terrace, Toms River, NJ 08751, USA",,2.5,"1,500 Sq Ft",,3.0
,"11 Blake Drive, Unit 11",,,,,
"$2,900","34 O Street, Seaside Park, NJ 08752, USA",,1.0,"1,580 Sq Ft",,4.0
,"300 4th Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,
"$32,000","718 East Avenue, Bay Head, Ocean County, NJ 08742, USA",,3.0,"2,840 Sq Ft",,3.0
,"33 New York Avenue, Lavallette, Ocean County, NJ 08735, USA",,,,,
"$5,000","unnamed road, Lake Como, Monmouth County, NJ 07762, USA",,2.5,"1,801 Sq Ft",,4.0
,"254 Lake Avenue, Long Branch, NJ 07740, USA",,,,,
"$3,750","Second Baptist Church, Atkins Avenue, Asbury Park, NJ 07753, USA",,2.5,"2,312 Sq Ft",,3.0
,"Center Street, Sea Bright, Monmouth County, NJ 07760, USA",,,,,
"$3,800","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",,1.0,916 Sq Ft,,4.0
,"304 Oak Knolls Drive, Clarks Mills, Manalapan Township, NJ 07726, USA",,,,,
"$4,000","220 4th Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",,2.0,"2,256 Sq Ft",,3.0
,"201 8th Avenue, Dover Beaches South, Toms River, NJ 08751, USA",,,,,
"$12,000","24 White Pine Road, Fresh Ponds, South Brunswick, NJ 08831, USA",,3.5,"1,936 Sq Ft",,4.0
,"Inverness Drive, Freehold Township, NJ 07728, USA",,,,,
"$7,800",,,3.0,"2,235 Sq Ft",,5.0
,,,,,,
"$65,000",,,2.0,"3,129 Sq Ft",,4.0
,,,,,,
"$3,600",,,4.0,"2,150 Sq Ft",,5.0
,,,,,,
"$3,500",,,1.5,"1,930 Sq Ft",,4.0
,,,,,,
"$10,000",,,2.5,"1,645 Sq Ft",,3.0
,,,,,,
"$4,000",,,2.0,"2,224 Sq Ft",,3.0
,,,,,,
"$3,195",,,3.5,"1,317 Sq Ft",,3.0
,,,,,,
"$4,200",,,2.0,"2,286 Sq Ft",,7.0
,,,,,,
"$3,900",,,2.0,,,3.0
,,,,,,
"$4,500",,,2.5,,,4.0
,,,,,,
"$3,200",,,2.5,,,3.0
,,,,,,
"$6,430","Point Lonsdale VIC 3225, Australia",,2.0,538 Sq Ft,,3
,"Melbourne, Victoria, Australia",,,,,
"$6,202","Melbourne, Victoria, Australia",,1.0,602 Sq Ft,,1
,"Capel Sound VIC 3940, Australia",,,,,
"$6,293","Rye VIC 3941, Australia",,2.0,"2,153 Sq Ft",,Studio
,"Rye VIC 3941, Australia",,,,,
"$8,026","South Yarra, Toorak Road, South Yarra VIC 3141, Australia",,2.0,968 Sq Ft,,2
,"Mount Eliza VIC 3930, Australia",,,,,
"$14,866","Red Hill South, Melbourne, Victoria, Australia",,3.0,731 Sq Ft,,4
,"Docklands VIC 3008, Australia",,,,,
"$19,290","Melbourne, Victoria, Australia",,1.0,"1,615 Sq Ft",,5
,"Melbourne, Victoria, Australia",,,,,
"$3,967","Melbourne VIC 3931, Australia",,2.0,"1,356 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$30,189","Footscray, Paisley Street, Footscray VIC 3011, Australia",,1.0,355 Sq Ft,,Studio
,"Richmond VIC 3121, Australia",,,,,
"$38,489","3006, Australia",,2.0,11 Sq Ft,,4
,"Prahran VIC 3181, Australia",,,,,
"$8,026",601 Little Collins Street,,2.0,462 Sq Ft,,2
,"Preston VIC 3072, Australia",,,,,
"$8,437","Point Lonsdale VIC 3225, Australia",,3.0,11 Sq Ft,,2
,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,
"$19,153",,,1.0,,,3
,,,,,,
"$9,668",,,1.0,,,3
,,,,,,
"$7,205",,,1.0,,,3
,,,,,,
"$5,336",,,1.0,,,1
,,,,,,
"$13,316",,,1.0,,,2
,,,,,,
"$5,290",,,1.0,,,1
,,,,,,
"$7,251",,,2.0,,,2
,,,,,,
"$7,160",,,1.0,,,Studio
,,,,,,
"$2,964",,,,,,1
,,,,,,
"$12,814",,,,,,3
,,,,,,
"$4,415",,,,,,2
,,,,,,
"$13,362","Melbourne, Victoria, Australia",,1.0,"3,229 Sq Ft",,3
,"Sorrento VIC 3943, Australia",,,,,
"$8,893","Port Melbourne VIC 3207, Australia",,1.0,"2,476 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$8,117","Melbourne, Victoria, Australia",,3.0,775 Sq Ft,,3
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$15,231","McCrae VIC 3938, Australia",,2.0,,,4
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$7,433","Point Cook VIC 3030, Australia",,1.0,,,2
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$11,857","Tootgarook VIC 3941, Australia",,1.0,,,Studio
,"Williams Landing, Altair Street, Williams Landing VIC 3027, Australia",,,,,
"$7,707","75 ST VINCENT PL, ALBERT PARK VIC 3206, Australia",,4.0,,,2
,"Sorrento VIC 3943, Australia",,,,,
"$26,085","Kensington, Bellair Street, Kensington VIC 3031, Australia",,2.0,,,5
,"North Melbourne VIC 3051, Australia",,,,,
"$5,792","Melbourne VIC 3931, Australia",,3.0,,,3
,"TRUEMANS RD, TOOTGAROOK VIC 3941, Australia",,,,,
"$41,407","Capel Sound VIC 3940, Australia",,2.0,,,4
,"Melbourne VIC 3916, Australia",,,,,
"$8,300","Rosebud VIC 3939, Australia",,5.0,,,4
,"Sandringham, Station Street, Sandringham VIC 3191, Australia",,,,,
"$15,961",,,1.0,,,9
,,,,,,
"$4,332",,,2.0,,,2
,,,,,,
"$21,205",,,2.0,,,4
,,,,,,
"$5,336",,,2.0,,,2
,,,,,,
"$8,710",,,2.0,,,3
,,,,,,
"$23,440",,,1.0,,,Studio
,,,,,,
"$8,300",,,2.0,,,Studio
,,,,,,
"$11,811",,,1.0,,,4
,,,,,,
"$8,391",,,,,,3
,,,,,,
"$11,446",,,,,,3
,,,,,,
"$8,117",,,,,,1
,,,,,,
"$6,430","Point Lonsdale VIC 3225, Australia",,2.0,538 Sq Ft,,3
,"Melbourne, Victoria, Australia",,,,,
"$6,202","Melbourne, Victoria, Australia",,1.0,602 Sq Ft,,1
,"Capel Sound VIC 3940, Australia",,,,,
"$6,293","Rye VIC 3941, Australia",,2.0,"2,153 Sq Ft",,Studio
,"Rye VIC 3941, Australia",,,,,
"$8,026","South Yarra, Toorak Road, South Yarra VIC 3141, Australia",,2.0,968 Sq Ft,,2
,"Mount Eliza VIC 3930, Australia",,,,,
"$14,866","Red Hill South, Melbourne, Victoria, Australia",,3.0,731 Sq Ft,,4
,"Docklands VIC 3008, Australia",,,,,
"$19,290","Melbourne, Victoria, Australia",,1.0,"1,615 Sq Ft",,5
,"Melbourne, Victoria, Australia",,,,,
"$3,967","Melbourne VIC 3931, Australia",,2.0,"1,356 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$30,189","Footscray, Paisley Street, Footscray VIC 3011, Australia",,1.0,355 Sq Ft,,Studio
,"Richmond VIC 3121, Australia",,,,,
"$38,489","3006, Australia",,2.0,11 Sq Ft,,4
,"Prahran VIC 3181, Australia",,,,,
"$8,026",601 Little Collins Street,,2.0,462 Sq Ft,,2
,"Preston VIC 3072, Australia",,,,,
"$8,437","Point Lonsdale VIC 3225, Australia",,3.0,11 Sq Ft,,2
,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,
"$19,153",,,1.0,,,3
,,,,,,
"$9,668",,,1.0,,,3
,,,,,,
"$7,205",,,1.0,,,3
,,,,,,
"$5,336",,,1.0,,,1
,,,,,,
"$13,316",,,1.0,,,2
,,,,,,
"$5,290",,,1.0,,,1
,,,,,,
"$7,251",,,2.0,,,2
,,,,,,
"$7,160",,,1.0,,,Studio
,,,,,,
"$2,964",,,,,,1
,,,,,,
"$12,814",,,,,,3
,,,,,,
"$4,415",,,,,,2
,,,,,,
"$13,362","Melbourne, Victoria, Australia",,1.0,"3,229 Sq Ft",,3
,"Sorrento VIC 3943, Australia",,,,,
"$8,893","Port Melbourne VIC 3207, Australia",,1.0,"2,476 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$8,117","Melbourne, Victoria, Australia",,3.0,775 Sq Ft,,3
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$15,231","McCrae VIC 3938, Australia",,2.0,,,4
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$7,433","Point Cook VIC 3030, Australia",,1.0,,,2
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$11,857","Tootgarook VIC 3941, Australia",,1.0,,,Studio
,"Williams Landing, Altair Street, Williams Landing VIC 3027, Australia",,,,,
"$7,707","75 ST VINCENT PL, ALBERT PARK VIC 3206, Australia",,4.0,,,2
,"Sorrento VIC 3943, Australia",,,,,
"$26,085","Kensington, Bellair Street, Kensington VIC 3031, Australia",,2.0,,,5
,"North Melbourne VIC 3051, Australia",,,,,
"$5,792","Melbourne VIC 3931, Australia",,3.0,,,3
,"TRUEMANS RD, TOOTGAROOK VIC 3941, Australia",,,,,
"$41,407","Capel Sound VIC 3940, Australia",,2.0,,,4
,"Melbourne VIC 3916, Australia",,,,,
"$8,300","Rosebud VIC 3939, Australia",,5.0,,,4
,"Sandringham, Station Street, Sandringham VIC 3191, Australia",,,,,
"$15,961",,,1.0,,,9
,,,,,,
"$4,332",,,2.0,,,2
,,,,,,
"$21,205",,,2.0,,,4
,,,,,,
"$5,336",,,2.0,,,2
,,,,,,
"$8,710",,,2.0,,,3
,,,,,,
"$23,440",,,1.0,,,Studio
,,,,,,
"$8,300",,,2.0,,,Studio
,,,,,,
"$11,811",,,1.0,,,4
,,,,,,
"$8,391",,,,,,3
,,,,,,
"$11,446",,,,,,3
,,,,,,
"$8,117",,,,,,1
,,,,,,
"$6,430","Point Lonsdale VIC 3225, Australia",,2.0,538 Sq Ft,,3
,"Melbourne, Victoria, Australia",,,,,
"$6,202","Melbourne, Victoria, Australia",,1.0,602 Sq Ft,,1
,"Capel Sound VIC 3940, Australia",,,,,
"$6,293","Rye VIC 3941, Australia",,2.0,"2,153 Sq Ft",,Studio
,"Rye VIC 3941, Australia",,,,,
"$8,026","South Yarra, Toorak Road, South Yarra VIC 3141, Australia",,2.0,968 Sq Ft,,2
,"Mount Eliza VIC 3930, Australia",,,,,
"$14,866","Red Hill South, Melbourne, Victoria, Australia",,3.0,731 Sq Ft,,4
,"Docklands VIC 3008, Australia",,,,,
"$19,290","Melbourne, Victoria, Australia",,1.0,"1,615 Sq Ft",,5
,"Melbourne, Victoria, Australia",,,,,
"$3,967","Melbourne VIC 3931, Australia",,2.0,"1,356 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$30,189","Footscray, Paisley Street, Footscray VIC 3011, Australia",,1.0,355 Sq Ft,,Studio
,"Richmond VIC 3121, Australia",,,,,
"$38,489","3006, Australia",,2.0,11 Sq Ft,,4
,"Prahran VIC 3181, Australia",,,,,
"$8,026",601 Little Collins Street,,2.0,462 Sq Ft,,2
,"Preston VIC 3072, Australia",,,,,
"$8,437","Point Lonsdale VIC 3225, Australia",,3.0,11 Sq Ft,,2
,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,
"$19,153",,,1.0,,,3
,,,,,,
"$9,668",,,1.0,,,3
,,,,,,
"$7,205",,,1.0,,,3
,,,,,,
"$5,336",,,1.0,,,1
,,,,,,
"$13,316",,,1.0,,,2
,,,,,,
"$5,290",,,1.0,,,1
,,,,,,
"$7,251",,,2.0,,,2
,,,,,,
"$7,160",,,1.0,,,Studio
,,,,,,
"$2,964",,,,,,1
,,,,,,
"$12,814",,,,,,3
,,,,,,
"$4,415",,,,,,2
,,,,,,
"$13,362","Melbourne, Victoria, Australia",,1.0,"3,229 Sq Ft",,3
,"Sorrento VIC 3943, Australia",,,,,
"$8,893","Port Melbourne VIC 3207, Australia",,1.0,"2,476 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$8,117","Melbourne, Victoria, Australia",,3.0,775 Sq Ft,,3
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$15,231","McCrae VIC 3938, Australia",,2.0,,,4
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$7,433","Point Cook VIC 3030, Australia",,1.0,,,2
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$11,857","Tootgarook VIC 3941, Australia",,1.0,,,Studio
,"Williams Landing, Altair Street, Williams Landing VIC 3027, Australia",,,,,
"$7,707","75 ST VINCENT PL, ALBERT PARK VIC 3206, Australia",,4.0,,,2
,"Sorrento VIC 3943, Australia",,,,,
"$26,085","Kensington, Bellair Street, Kensington VIC 3031, Australia",,2.0,,,5
,"North Melbourne VIC 3051, Australia",,,,,
"$5,792","Melbourne VIC 3931, Australia",,3.0,,,3
,"TRUEMANS RD, TOOTGAROOK VIC 3941, Australia",,,,,
"$41,407","Capel Sound VIC 3940, Australia",,2.0,,,4
,"Melbourne VIC 3916, Australia",,,,,
"$8,300","Rosebud VIC 3939, Australia",,5.0,,,4
,"Sandringham, Station Street, Sandringham VIC 3191, Australia",,,,,
"$15,961",,,1.0,,,9
,,,,,,
"$4,332",,,2.0,,,2
,,,,,,
"$21,205",,,2.0,,,4
,,,,,,
"$5,336",,,2.0,,,2
,,,,,,
"$8,710",,,2.0,,,3
,,,,,,
"$23,440",,,1.0,,,Studio
,,,,,,
"$8,300",,,2.0,,,Studio
,,,,,,
"$11,811",,,1.0,,,4
,,,,,,
"$8,391",,,,,,3
,,,,,,
"$11,446",,,,,,3
,,,,,,
"$8,117",,,,,,1
,,,,,,
"$6,430","Point Lonsdale VIC 3225, Australia",,2.0,538 Sq Ft,,3
,"Melbourne, Victoria, Australia",,,,,
"$6,202","Melbourne, Victoria, Australia",,1.0,602 Sq Ft,,1
,"Capel Sound VIC 3940, Australia",,,,,
"$6,293","Rye VIC 3941, Australia",,2.0,"2,153 Sq Ft",,Studio
,"Rye VIC 3941, Australia",,,,,
"$8,026","South Yarra, Toorak Road, South Yarra VIC 3141, Australia",,2.0,968 Sq Ft,,2
,"Mount Eliza VIC 3930, Australia",,,,,
"$14,866","Red Hill South, Melbourne, Victoria, Australia",,3.0,731 Sq Ft,,4
,"Docklands VIC 3008, Australia",,,,,
"$19,290","Melbourne, Victoria, Australia",,1.0,"1,615 Sq Ft",,5
,"Melbourne, Victoria, Australia",,,,,
"$3,967","Melbourne VIC 3931, Australia",,2.0,"1,356 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$30,189","Footscray, Paisley Street, Footscray VIC 3011, Australia",,1.0,355 Sq Ft,,Studio
,"Richmond VIC 3121, Australia",,,,,
"$38,489","3006, Australia",,2.0,11 Sq Ft,,4
,"Prahran VIC 3181, Australia",,,,,
"$8,026",601 Little Collins Street,,2.0,462 Sq Ft,,2
,"Preston VIC 3072, Australia",,,,,
"$8,437","Point Lonsdale VIC 3225, Australia",,3.0,11 Sq Ft,,2
,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,
"$19,153",,,1.0,,,3
,,,,,,
"$9,668",,,1.0,,,3
,,,,,,
"$7,205",,,1.0,,,3
,,,,,,
"$5,336",,,1.0,,,1
,,,,,,
"$13,316",,,1.0,,,2
,,,,,,
"$5,290",,,1.0,,,1
,,,,,,
"$7,251",,,2.0,,,2
,,,,,,
"$7,160",,,1.0,,,Studio
,,,,,,
"$2,964",,,,,,1
,,,,,,
"$12,814",,,,,,3
,,,,,,
"$4,415",,,,,,2
,,,,,,
"$13,362","Melbourne, Victoria, Australia",,1.0,"3,229 Sq Ft",,3
,"Sorrento VIC 3943, Australia",,,,,
"$8,893","Port Melbourne VIC 3207, Australia",,1.0,"2,476 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$8,117","Melbourne, Victoria, Australia",,3.0,775 Sq Ft,,3
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$15,231","McCrae VIC 3938, Australia",,2.0,,,4
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$7,433","Point Cook VIC 3030, Australia",,1.0,,,2
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$11,857","Tootgarook VIC 3941, Australia",,1.0,,,Studio
,"Williams Landing, Altair Street, Williams Landing VIC 3027, Australia",,,,,
"$7,707","75 ST VINCENT PL, ALBERT PARK VIC 3206, Australia",,4.0,,,2
,"Sorrento VIC 3943, Australia",,,,,
"$26,085","Kensington, Bellair Street, Kensington VIC 3031, Australia",,2.0,,,5
,"North Melbourne VIC 3051, Australia",,,,,
"$5,792","Melbourne VIC 3931, Australia",,3.0,,,3
,"TRUEMANS RD, TOOTGAROOK VIC 3941, Australia",,,,,
"$41,407","Capel Sound VIC 3940, Australia",,2.0,,,4
,"Melbourne VIC 3916, Australia",,,,,
"$8,300","Rosebud VIC 3939, Australia",,5.0,,,4
,"Sandringham, Station Street, Sandringham VIC 3191, Australia",,,,,
"$15,961",,,1.0,,,9
,,,,,,
"$4,332",,,2.0,,,2
,,,,,,
"$21,205",,,2.0,,,4
,,,,,,
"$5,336",,,2.0,,,2
,,,,,,
"$8,710",,,2.0,,,3
,,,,,,
"$23,440",,,1.0,,,Studio
,,,,,,
"$8,300",,,2.0,,,Studio
,,,,,,
"$11,811",,,1.0,,,4
,,,,,,
"$8,391",,,,,,3
,,,,,,
"$11,446",,,,,,3
,,,,,,
"$8,117",,,,,,1
,,,,,,
"$6,430","Point Lonsdale VIC 3225, Australia",,2.0,538 Sq Ft,,3
,"Melbourne, Victoria, Australia",,,,,
"$6,202","Melbourne, Victoria, Australia",,1.0,602 Sq Ft,,1
,"Capel Sound VIC 3940, Australia",,,,,
"$6,293","Rye VIC 3941, Australia",,2.0,"2,153 Sq Ft",,Studio
,"Rye VIC 3941, Australia",,,,,
"$8,026","South Yarra, Toorak Road, South Yarra VIC 3141, Australia",,2.0,968 Sq Ft,,2
,"Mount Eliza VIC 3930, Australia",,,,,
"$14,866","Red Hill South, Melbourne, Victoria, Australia",,3.0,731 Sq Ft,,4
,"Docklands VIC 3008, Australia",,,,,
"$19,290","Melbourne, Victoria, Australia",,1.0,"1,615 Sq Ft",,5
,"Melbourne, Victoria, Australia",,,,,
"$3,967","Melbourne VIC 3931, Australia",,2.0,"1,356 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$30,189","Footscray, Paisley Street, Footscray VIC 3011, Australia",,1.0,355 Sq Ft,,Studio
,"Richmond VIC 3121, Australia",,,,,
"$38,489","3006, Australia",,2.0,11 Sq Ft,,4
,"Prahran VIC 3181, Australia",,,,,
"$8,026",601 Little Collins Street,,2.0,462 Sq Ft,,2
,"Preston VIC 3072, Australia",,,,,
"$8,437","Point Lonsdale VIC 3225, Australia",,3.0,11 Sq Ft,,2
,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,
"$19,153",,,1.0,,,3
,,,,,,
"$9,668",,,1.0,,,3
,,,,,,
"$7,205",,,1.0,,,3
,,,,,,
"$5,336",,,1.0,,,1
,,,,,,
"$13,316",,,1.0,,,2
,,,,,,
"$5,290",,,1.0,,,1
,,,,,,
"$7,251",,,2.0,,,2
,,,,,,
"$7,160",,,1.0,,,Studio
,,,,,,
"$2,964",,,,,,1
,,,,,,
"$12,814",,,,,,3
,,,,,,
"$4,415",,,,,,2
,,,,,,
"$13,362","Melbourne, Victoria, Australia",,1.0,"3,229 Sq Ft",,3
,"Sorrento VIC 3943, Australia",,,,,
"$8,893","Port Melbourne VIC 3207, Australia",,1.0,"2,476 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$8,117","Melbourne, Victoria, Australia",,3.0,775 Sq Ft,,3
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$15,231","McCrae VIC 3938, Australia",,2.0,,,4
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$7,433","Point Cook VIC 3030, Australia",,1.0,,,2
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$11,857","Tootgarook VIC 3941, Australia",,1.0,,,Studio
,"Williams Landing, Altair Street, Williams Landing VIC 3027, Australia",,,,,
"$7,707","75 ST VINCENT PL, ALBERT PARK VIC 3206, Australia",,4.0,,,2
,"Sorrento VIC 3943, Australia",,,,,
"$26,085","Kensington, Bellair Street, Kensington VIC 3031, Australia",,2.0,,,5
,"North Melbourne VIC 3051, Australia",,,,,
"$5,792","Melbourne VIC 3931, Australia",,3.0,,,3
,"TRUEMANS RD, TOOTGAROOK VIC 3941, Australia",,,,,
"$41,407","Capel Sound VIC 3940, Australia",,2.0,,,4
,"Melbourne VIC 3916, Australia",,,,,
"$8,300","Rosebud VIC 3939, Australia",,5.0,,,4
,"Sandringham, Station Street, Sandringham VIC 3191, Australia",,,,,
"$15,961",,,1.0,,,9
,,,,,,
"$4,332",,,2.0,,,2
,,,,,,
"$21,205",,,2.0,,,4
,,,,,,
"$5,336",,,2.0,,,2
,,,,,,
"$8,710",,,2.0,,,3
,,,,,,
"$23,440",,,1.0,,,Studio
,,,,,,
"$8,300",,,2.0,,,Studio
,,,,,,
"$11,811",,,1.0,,,4
,,,,,,
"$8,391",,,,,,3
,,,,,,
"$11,446",,,,,,3
,,,,,,
"$8,117",,,,,,1
,,,,,,
"$6,430","Point Lonsdale VIC 3225, Australia",,2.0,538 Sq Ft,,3
,"Melbourne, Victoria, Australia",,,,,
"$6,202","Melbourne, Victoria, Australia",,1.0,602 Sq Ft,,1
,"Capel Sound VIC 3940, Australia",,,,,
"$6,293","Rye VIC 3941, Australia",,2.0,"2,153 Sq Ft",,Studio
,"Rye VIC 3941, Australia",,,,,
"$8,026","South Yarra, Toorak Road, South Yarra VIC 3141, Australia",,2.0,968 Sq Ft,,2
,"Mount Eliza VIC 3930, Australia",,,,,
"$14,866","Red Hill South, Melbourne, Victoria, Australia",,3.0,731 Sq Ft,,4
,"Docklands VIC 3008, Australia",,,,,
"$19,290","Melbourne, Victoria, Australia",,1.0,"1,615 Sq Ft",,5
,"Melbourne, Victoria, Australia",,,,,
"$3,967","Melbourne VIC 3931, Australia",,2.0,"1,356 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$30,189","Footscray, Paisley Street, Footscray VIC 3011, Australia",,1.0,355 Sq Ft,,Studio
,"Richmond VIC 3121, Australia",,,,,
"$38,489","3006, Australia",,2.0,11 Sq Ft,,4
,"Prahran VIC 3181, Australia",,,,,
"$8,026",601 Little Collins Street,,2.0,462 Sq Ft,,2
,"Preston VIC 3072, Australia",,,,,
"$8,437","Point Lonsdale VIC 3225, Australia",,3.0,11 Sq Ft,,2
,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,
"$19,153",,,1.0,,,3
,,,,,,
"$9,668",,,1.0,,,3
,,,,,,
"$7,205",,,1.0,,,3
,,,,,,
"$5,336",,,1.0,,,1
,,,,,,
"$13,316",,,1.0,,,2
,,,,,,
"$5,290",,,1.0,,,1
,,,,,,
"$7,251",,,2.0,,,2
,,,,,,
"$7,160",,,1.0,,,Studio
,,,,,,
"$2,964",,,,,,1
,,,,,,
"$12,814",,,,,,3
,,,,,,
"$4,415",,,,,,2
,,,,,,
"$13,362","Melbourne, Victoria, Australia",,1.0,"3,229 Sq Ft",,3
,"Sorrento VIC 3943, Australia",,,,,
"$8,893","Port Melbourne VIC 3207, Australia",,1.0,"2,476 Sq Ft",,1
,"Capel Sound VIC 3940, Australia",,,,,
"$8,117","Melbourne, Victoria, Australia",,3.0,775 Sq Ft,,3
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$15,231","McCrae VIC 3938, Australia",,2.0,,,4
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$7,433","Point Cook VIC 3030, Australia",,1.0,,,2
,"Blairgowrie, Melbourne, Victoria, Australia",,,,,
"$11,857","Tootgarook VIC 3941, Australia",,1.0,,,Studio
,"Williams Landing, Altair Street, Williams Landing VIC 3027, Australia",,,,,
"$7,707","75 ST VINCENT PL, ALBERT PARK VIC 3206, Australia",,4.0,,,2
,"Sorrento VIC 3943, Australia",,,,,
"$26,085","Kensington, Bellair Street, Kensington VIC 3031, Australia",,2.0,,,5
,"North Melbourne VIC 3051, Australia",,,,,
"$5,792","Melbourne VIC 3931, Australia",,3.0,,,3
,"TRUEMANS RD, TOOTGAROOK VIC 3941, Australia",,,,,
"$41,407","Capel Sound VIC 3940, Australia",,2.0,,,4
,"Melbourne VIC 3916, Australia",,,,,
"$8,300","Rosebud VIC 3939, Australia",,5.0,,,4
,"Sandringham, Station Street, Sandringham VIC 3191, Australia",,,,,
"$15,961",,,1.0,,,9
,,,,,,
"$4,332",,,2.0,,,2
,,,,,,
"$21,205",,,2.0,,,4
,,,,,,
"$5,336",,,2.0,,,2
,,,,,,
"$8,710",,,2.0,,,3
,,,,,,
"$23,440",,,1.0,,,Studio
,,,,,,
"$8,300",,,2.0,,,Studio
,,,,,,
"$11,811",,,1.0,,,4
,,,,,,
"$8,391",,,,,,3
,,,,,,
"$11,446",,,,,,3
