Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area
,"1154 PP Uitdam, Netherlands",,,,,,,,,,,,,,,,"Frances Road, Stockland Green, B23 7LD, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"445 W Wellington Ave, Unit 1E",,,,,,,,,,,,,,,,"Triftstraße 53, 60528 Frankfurt, Germany",,,,,"Park Quadrant, Glasgow, G3 6BS, United Kingdom",,,,,,,,,,,,,,,,"Melbourne VIC 3916, Australia",,,,,"Miami, FL",,,,,"Neuperlach Süd, Carl-Wery-Straße, 81739 Munich, Germany",,,,,"Winter Park, FL",,,,,,,,,,,,,,,"Newport NSW 2106, Australia",,,,,"Adachi, Umeda 1-chome, JP",,,,,"West Bend, Toronto, ON M6P 1A5, Canada",,,,,,,,,,,,,
€751,"1106 North Holland, Netherlands",10,10.0,88 Sq M,,,,,,,,,,,,"£1,210","14 Fairgreen Way, Selly Oak, B29 6EW, United Kingdom",1,1.0,,,,,,,,,,,,,,,,,,,,,,,"$2,650","429 W Belden Ave, Unit cl#GDNS",2,1.0,"1,000 Sq Ft",,,,,,,,,,,,€700,"Werftstraße 15, 60327 Frankfurt, Germany",6,1.0,29 Sq M,"£4,686","National Theatre of Scotland, 125 Craighall Road, Glasgow, G4 9TL, United Kingdom",2,1.0,,,,,,,,,,,,,"$8,300","Rosebud VIC 3939, Australia",4,5.0,,"$3,500",999 Southwest 1st Avenue,3,2.0,776 Sq Ft,"€1,490","Theresienhöhe 6, 80339 Munich, Germany",1,1.0,90 Sq M,"$1,900","12211 Sawgrass Reserve Boulevard, Orange County, FL 32824, USA",2,2.0,"1,619 Sq Ft",,,,,,,,,,,"$5,928","Palm Beach NSW 2108, Australia",2,2.0,,"¥591,539","Saitama, Higashi-Urawa 6-chome, JP",Studio,1.0,323 Sq Ft,"$6,807","Toronto, Birchmount Park, CA",2,3.0,,,,,,,,,,,
,"Brug 11, Singel, 1015 AD Amsterdam, Netherlands",,,,,,,,,,,,,,,,"Marton Close, Vauxhall, B7 5HU, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"606 East Woodland Park, Chicago, IL 60616, USA",,,,,,,,,,,,,,,,"Löwengasse 12, 60385 Frankfurt, Germany",,,,,"Partick Library, Purdon Street, Partickhill, Glasgow, G11 6AJ, United Kingdom",,,,,,,,,,,,,,,,"Sandringham, Station Street, Sandringham VIC 3191, Australia",,,,,"3600 Southwest 42nd Avenue, Coral Gables, FL 33134, USA",,,,,"Pestalozzistraße 19, 80469 Munich, Germany",,,,,"Marconi Avenue, Orlando, FL 32832, USA",,,,,,,,,,,,,,,"Agnes Banks NSW 2753, Australia",,,,,C18,,,,,"Seaton Village, Toronto, ON M6G 1Z4, Canada",,,,,,,,,,,,,
"€2,150",,3,1.0,100 Sq M,,,,,,,,,,,,"£2,086",,4,2.0,,,,,,,,,,,,,,,,,,,,,,,"$2,095",,1,1.0,614 Sq Ft,,,,,,,,,,,,"€1,200",,1,1.0,25 Sq M,£950,,1,1.0,,,,,,,,,,,,,"$15,961",,9,1.0,,"$3,570",,1,1.0,"1,336 Sq Ft","€2,950",,2,1.0,16 Sq M,"$2,909",,3,2.0,"1,359 Sq Ft",,,,,,,,,,,"$11,857",,2,2.0,,"¥874,259",,3,1.0,624 Sq Ft,"$3,995",,Studio,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€3,347",,Studio,1.0,431 Sq Ft,,,,,,,,,,,,"£2,080",,5,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,890",,1,1.0,"1,100 Sq Ft",,,,,,,,,,,,"€1,450",,Studio,1.0,60 Sq M,£825,,2,1.0,,,,,,,,,,,,,"$4,332",,2,2.0,,"$14,820",,3,2.0,"1,302 Sq Ft",€745,,4,1.0,65 Sq M,"$2,200",,3,2.5,842 Sq Ft,,,,,,,,,,,"$27,954",,6,4.0,,"¥595,888",,1,2.0,269 Sq Ft,"$7,296",,3,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€619,,4,1.0,134 Sq M,,,,,,,,,,,,"£1,992",,4,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,995",,2,1.0,1 Sq Ft,,,,,,,,,,,,€899,,1,1.0,62 Sq M,"£1,395",,2,2.0,,,,,,,,,,,,,"$21,205",,4,2.0,,"$6,480",,4,2.0,861 Sq Ft,€940,,3,1.0,29 Sq M,"$1,395",,1,1.0,874 Sq Ft,,,,,,,,,,,"$19,564",,3,2.0,,¥1M,,1,1.0,861 Sq Ft,"$3,628",,1,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€768,,4,1.0,185 Sq M,,,,,,,,,,,,"£1,300",,2,3.0,,,,,,,,,,,,,,,,,,,,,,,"$3,495",,2,3.0,"1,039 Sq Ft",,,,,,,,,,,,€990,,Studio,1.0,60 Sq M,£650,,1,1.0,,,,,,,,,,,,,"$5,336",,2,2.0,,"$4,600",,1,1.0,"1,064 Sq Ft","€2,850",,2,1.0,23 Sq M,"$1,850",,2,2.0,673 Sq Ft,,,,,,,,,,,"$15,459",,Studio,2.0,,"¥378,411",,1,2.0,172 Sq Ft,$900,,1,2.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€920,,4,1.0,850 Sq Ft,,,,,,,,,,,,£585,,1,1.0,,,,,,,,,,,,,,,,,,,,,,,"$2,300",,3,1.0,,,,,,,,,,,,,"€1,480",,Studio,1.0,22 Sq M,£875,,1,1.0,,,,,,,,,,,,,"$8,710",,3,2.0,,"$3,000",,2,2.0,,"€1,500",,1,1.0,"1,507 Sq Ft","$1,367",,1,1.0,"1,421 Sq Ft",,,,,,,,,,,"$12,222",,3,2.0,,"¥1,05M",,3,2.0,753 Sq Ft,"$3,139",,1,2.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€5,629",,2,1.0,"2,583 Sq Ft",,,,,,,,,,,,"£1,300",,2,1.0,,,,,,,,,,,,,,,,,,,,,,,"$2,760",,1,1.0,,,,,,,,,,,,,"€1,790",,1,1.0,33 Sq M,"£1,720",,2,2.0,,,,,,,,,,,,,"$23,440",,Studio,1.0,,"$2,550",,2,2.0,,"€2,019",,Studio,1.0,28 Sq M,"$5,820",,2,2.0,398 Sq Ft,,,,,,,,,,,"$12,857",,3,4.0,,"¥665,481",,1,1.0,549 Sq Ft,"$6,033",,Studio,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€715,,6,1.0,,,,,,,,,,,,,"£2,808",,6,3.0,,,,,,,,,,,,,,,,,,,,,,,"$2,500",,2,1.0,,,,,,,,,,,,,€810,,7,1.0,,£995,,2,1.0,,,,,,,,,,,,,"$8,300",,Studio,2.0,,"$7,650",,3,2.0,,"€14,380",,2,2.0,42 Sq M,"$10,770",,6,4.0,"2,249 Sq Ft",,,,,,,,,,,"$47,153",,4,1.0,,"¥1,69M",,3,1.0,,"$9,824",,2,2.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€535,,8,2.0,,,,,,,,,,,,,"£3,640",,6,2.0,,,,,,,,,,,,,,,,,,,,,,,"$2,800",,2,2.0,,,,,,,,,,,,,"€2,300",,2,2.0,,"£1,595",,2,2.0,,,,,,,,,,,,,"$11,811",,4,1.0,,"$7,860",,1,1.0,,"€4,487",,1,2.0,,"$6,270",,1,1.0,"2,236 Sq Ft",,,,,,,,,,,"$13,362",,2,3.0,,"¥1,8M",,2,,,"$8,438",,Studio,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€6,800",,3,5.0,,,,,,,,,,,,,£100,,1,1.0,,,,,,,,,,,,,,,,,,,,,,,"$1,995",,1,1.0,,,,,,,,,,,,,"€3,495",,3,1.0,,"£2,950",,2,1.0,,,,,,,,,,,,,"$8,391",,3,,,"$36,000",,7,5.0,,"€2,864",,Studio,1.0,,"$6,780",,4,3.0,"1,788 Sq Ft",,,,,,,,,,,"$32,606",,3,4.0,,"¥66,000",,1,,,"$4,117",,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€6,995",,4,,,,,,,,,,,,,,"£2,383",,5,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,895",,1,1.0,,,,,,,,,,,,,"€1,256",,Studio,1.0,,"£1,350",,2,1.0,,,,,,,,,,,,,"$11,446",,3,,,"$4,200",,2,2.0,,"€2,194",,Studio,1.0,,"$2,900",,3,2.0,,,,,,,,,,,,"$46,013",,5,1.0,,"¥137,736",,2,,,"$1,800",,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€1,380",,2,,,,,,,,,,,,,,"£1,200",,3,2.0,,,,,,,,,,,,,,,,,,,,,,,"$2,245",,2,2.0,,,,,,,,,,,,,"€1,290",,1,,,"£1,250",,2,,,,,,,,,,,,,,"$8,117",,1,,,"$3,935",,3,2.0,,€915,,4,1.0,,"$3,100",,3,2.5,,,,,,,,,,,,"$6,612",,2,,,"¥1,87M",,Studio,,,"$12,229",,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€719,"Maria Snelplantsoen 1, 1106 WN Amsterdam, Netherlands",5,1.0,200 Sq M,,,,,,,,,,,,"£1,200","76 Bournbrook Road, Selly Oak, B29 7BU, United Kingdom",Studio,1.0,13 Sq M,,,,,,,,,,,,,,,,,,,,,,"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",1,1.0,600 Sq Ft,,,,,,,,,,,,"€2,664","Wingertstraße 7, 61449 Steinbach (Taunus), Germany",3,1.0,60 Sq M,"£1,150","Blackfriars Car Park, Parsonage Square, Glasgow, G4 0TA, United Kingdom",2,1.0,65 Sq M,,,,,,,,,,,,"$6,430","Point Lonsdale VIC 3225, Australia",3,2.0,538 Sq Ft,"$5,500",55 Southwest 9th Street,1,2.0,851 Sq Ft,"€3,603","SMARTments business, Walter-Gropius-Straße 11, 80807 Munich, Germany",1,1.0,35 Sq M,"$5,370","Orlando, FL",3,2.0,988 Sq Ft,,,,,,,,,,,"$8,619","Elizabeth Bay NSW 2011, Australia",2,1.0,678 Sq Ft,"¥730,724","Suginami, Japan",1,1.0,17 Sq Ft,"$1,200","20 Brockton Ave, Toronto, ON M6K 1S5, Canada",1,2.0,"2,600 Sq M",,,,,,,,,,
,"Michelangelostraat 54, 1077 Amsterdam, Netherlands",,,,,,,,,,,,,,,,"Postbox, Upper Marshall Street, Attwood Green, B1 1LJ, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"445 W Barry Ave, Chicago, IL 60657, USA",,,,,,,,,,,,,,,,"Mailänder Straße 8, 60598 Frankfurt, Germany",,,,,"46 Buccleuch Street, Glasgow, G3 6PQ, United Kingdom",,,,,,,,,,,,,,,,"Melbourne, Victoria, Australia",,,,,3235 Southwest 58th Court,,,,,"Leica Geosystems GmbH Vertrieb Deutschland, Triebstraße, 80993 Munich, Germany",,,,,"5124 Conroy Rd, Unit 621",,,,,,,,,,,,,,,"Wentworth Point NSW 2127, Australia",,,,,"Shinjuku, 169-0072, Japan",,,,,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,,,,,,,,,
"€2,290","1015 ND Amsterdam, Netherlands",4,4.0,212 Sq M,,,,,,,,,,,,"£4,082","133A Dawlish Road, Selly Oak, B29 7AH, United Kingdom",2,1.0,65 Sq M,,,,,,,,,,,,,,,,,,,,,,"$3,050","2219 N Clybourn Ave, Unit 502",3,2.0,950 Sq Ft,,,,,,,,,,,,"€2,211","Gutleutstraße 45, 60329 Frankfurt, Germany",Studio,1.0,45 Sq M,"£1,495","Maverton Building, Fenwick Road, Giffnock, G46 6XF, United Kingdom",3,1.0,60 Sq M,,,,,,,,,,,,"$6,202","Melbourne, Victoria, Australia",1,1.0,602 Sq Ft,"$7,000",900 Southwest 8th Court,8,6.0,"7,847 Sq Ft","€2,030","Westermühlstraße 37, 80469 Munich, Germany",1,1.0,19 Sq M,"$2,400","Thai Cafe, 217 Palmetto Avenue, Orlando, FL 32885, USA",2,2.0,921 Sq Ft,,,,,,,,,,,"$7,160","Waterloo NSW 2017, Australia",2,2.0,969 Sq Ft,"¥1,18M","Toshima, Japan",1,1.0,484 Sq Ft,"$2,700","165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada",1,1.0,57 Sq M,,,,,,,,,,
,"1055 LS Amsterdam, Netherlands",,,,,,,,,,,,,,,,"69G Raddlebarn Road, Selly Oak, B29 6HE, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"11146 S Vernon Ave, Unit 1",,,,,,,,,,,,,,,,"Gerbermühlstraße, 60599 Frankfurt, Germany",,,,,"FootAsylum, Argyle Street, Glasgow, G2 8BH, United Kingdom",,,,,,,,,,,,,,,,"Capel Sound VIC 3940, Australia",,,,,"301 Altara Ave, Unit 302",,,,,"Tumblingerstraße 17, 80337 Munich, Germany",,,,,"Orlando, FL",,,,,,,,,,,,,,,"Paddington NSW 2021, Australia",,,,,"Miura-gun, Japan",,,,,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,,,,,,,,,
"€4,124","H.J.E. Wenckebachweg 48, 1096 AN Amsterdam, Netherlands",1,2.0,"1,184 Sq Ft",,,,,,,,,,,,"£3,250","22 Luton Road, Selly Oak, B29 7BN, United Kingdom",5,5.0,43 Sq M,,,,,,,,,,,,,,,,,,,,,,"$3,600","490 North Kingsbury Street, Unit 1307",2,2.0,"1,200 Sq Ft",,,,,,,,,,,,"€4,373","Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",3,1.0,47 Sq M,"£3,776","98 Wilton Gardens, Queen's Cross, Glasgow, G20 6QZ, United Kingdom",3,1.0,65 Sq M,,,,,,,,,,,,"$6,293","Rye VIC 3941, Australia",Studio,2.0,"2,153 Sq Ft","$4,900",6580 West Flagler Street,4,2.0,"1,944 Sq Ft","€1,400","Herrenchiemseestraße 30, 81669 Munich, Germany",Studio,1.0,29 Sq M,"$2,795","8977 Latrec Avenue, Orange County, FL 32819, USA",1,1.5,635 Sq Ft,,,,,,,,,,,"$8,756","Sydney NSW 2060, Australia",2,1.0,11 Sq Ft,"¥669,831",MQ93+2C Tokyo,1,1.0,301 Sq Ft,"$2,200","Toronto, ON M5E 0E3, Canada",1,1.0,48 Sq M,,,,,,,,,,
,"1035 VR Amsterdam, Netherlands",,,,,,,,,,,,,,,,"33 Teignmouth Road, Selly Oak, B29 7BA, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"5860 N Kenmore Ave, Unit 302",,,,,,,,,,,,,,,,"Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",,,,,"13 Millroad Gardens, Glasgow, G40 2LU, United Kingdom",,,,,,,,,,,,,,,,"Rye VIC 3941, Australia",,,,,950 Brickell Bay Drive,,,,,"Ottobrunner Straße 12a, 81737 Munich, Germany",,,,,"Orlando, FL",,,,,,,,,,,,,,,"Darlinghurst NSW 2010, Australia",,,,,"Edogawa, Japan",,,,,"Mississauga, ON L5E 3E1, Canada",,,,,,,,,,,,,
"€9,001","1059 North Holland, Netherlands",Studio,1.0,20 Sq M,,,,,,,,,,,,£782,"Gloucester Road, Walsall, WS5 3PL, United Kingdom",1,1.0,,,,,,,,,,,,,,,,,,,,,,,"$1,700","1553 N Wells St, Unit 501",3,1.0,"1,500 Sq Ft",,,,,,,,,,,,"€1,707","Alte Gasse 29, 60313 Frankfurt, Germany",Studio,1.0,43 Sq M,"£3,100","Errol Gardens, Hutchesontown, Glasgow, G5 0RA, United Kingdom",3,2.0,,,,,,,,,,,,,"$8,026","South Yarra, Toorak Road, South Yarra VIC 3141, Australia",2,2.0,968 Sq Ft,"$2,690",1536 Northwest 15th Avenue,1,1.0,522 Sq Ft,€970,"Haydnstraße 6, 82110 Germering, Germany",5,1.0,14 Sq M,"$4,200","5365 Elm Court, Orlando, FL 32811, USA",1,1.0,558 Sq Ft,,,,,,,,,,,"$16,508","Avalon Beach NSW 2107, Australia",Studio,2.0,398 Sq Ft,"¥469,751","Saitama, Saitama Prefecture, Japan",3,1.0,786 Sq Ft,"$2,950","M3H, Canada",2,1.0,60 Sq M,,,,,,,,,,
,"Tweede Egelantiersdwarsstraat 14, 1015 SC Amsterdam, Netherlands",,,,,,,,,,,,,,,,"33 Teignmouth Road, Selly Oak, B29 7BA, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"4637 N Ashland Ave, Unit 00103I",,,,,,,,,,,,,,,,"Petterweilstraße 31, 60385 Frankfurt, Germany",,,,,"Whimbrel Wynd, Renfrew, PA4 8TJ, United Kingdom",,,,,,,,,,,,,,,,"Mount Eliza VIC 3930, Australia",,,,,1250 West Avenue,,,,,"Schatzbogen 35, 81829 Munich, Germany",,,,,"Buggy Whip Lane, Orlando, FL 32812, USA",,,,,,,,,,,,,,,"Palm Beach NSW 2108, Australia",,,,,"Taito, Japan",,,,,"Richmond Hill, ON L4B 4M8, Canada",,,,,,,,,,,,,
"€2,366","Maarten Lutherweg 284, 1185 AX Amstelveen, Netherlands",1,2.0,"1,291 Sq Ft",,,,,,,,,,,,"£4,853","252 Hubert Road, Selly Oak, B29 6EP, United Kingdom",8,8.0,,,,,,,,,,,,,,,,,,,,,,,"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",2,2.0,"1,350 Sq Ft",,,,,,,,,,,,€680,"Geleitsstraße 10, 60599 Frankfurt, Germany",4,1.0,13 Sq M,"£3,432","Craigenbay Road, Lenzie, G66 5JP, United Kingdom",2,1.0,,,,,,,,,,,,,"$14,866","Red Hill South, Melbourne, Victoria, Australia",4,3.0,731 Sq Ft,"$1,850","1900 North Bayshore Drive, Unit 4905",1,1.0,778 Sq Ft,"€1,690","Lindwurmstraße 191, 80337 Munich, Germany",2,1.0,38 Sq M,"$1,445","Orlando, FL, 32896",1,1.0,"1,230 Sq Ft",,,,,,,,,,,"$6,156","Bondi NSW 2026, Australia",2,1.0,969 Sq Ft,"¥190,795","Fujisawa, Kanagawa Prefecture 251-0036, Japan",Studio,1.0,26 Sq M,"$3,913","Northcliffe Village, York, ON M6E 3H4, Canada",1,1.0,"1,200 Sq Ft",,,,,,,,,,
,"1027 Amsterdam, Netherlands",,,,,,,,,,,,,,,,"22 Luton Road, Selly Oak, B29 7BN, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"Running Away Multisport, 2217-2219 North Clybourn Avenue, Chicago, IL 60614, USA",,,,,,,,,,,,,,,,"Gutleutstraße 45, 60329 Frankfurt, Germany",,,,,"17 Banavie Road, Partickhill, Glasgow, G11 5AW, United Kingdom",,,,,,,,,,,,,,,,"Docklands VIC 3008, Australia",,,,,"Miami, FL",,,,,"Green Levels, Tübinger Straße, 80686 Munich, Germany",,,,,"1457 Barbados Avenue, Alafaya, FL 32825, USA",,,,,,,,,,,,,,,"Bondi Beach NSW 2026, Australia",,,,,"Zushi, Kanagawa Prefecture, Japan",,,,,"West Bend, Toronto, ON M6P 2G1, Canada",,,,,,,,,,,,,
"€7,469","Jan van Zutphenstraat 251, 1069 RR Amsterdam, Netherlands",2,2.0,117 Sq M,,,,,,,,,,,,"£2,167","Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6TQ, United Kingdom",5,2.0,,,,,,,,,,,,,,,,,,,,,,,"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",1,1.0,520 Sq Ft,,,,,,,,,,,,"€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",Studio,1.0,43 Sq M,£950,"91 Dowanhill Street, Partickhill, Glasgow, G12 9EG, United Kingdom",2,1.0,,,,,,,,,,,,,"$19,290","Melbourne, Victoria, Australia",5,1.0,"1,615 Sq Ft","$3,850",495 Brickell Avenue,1,1.0,628 Sq Ft,"€2,590","Regerplatz 2, 81541 Munich, Germany",Studio,1.0,44 Sq M,"$12,540","651 Smith Street, Orlando, FL 32804, USA",3,3.0,"1,285 Sq Ft",,,,,,,,,,,"$9,029","Waverley NSW 2024, Australia",1,2.0,269 Sq Ft,"¥321,867","Arakawa, Japan",1,1.0,183 Sq Ft,"$4,525","Bloor, Toronto, ON M5R 1C4, Canada",2,2.0,"5,500 Sq Ft",,,,,,,,,,
,"1061 North Holland, Netherlands",,,,,,,,,,,,,,,,"53 Rebecca Drive, Selly Oak, B29 6TP, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"3000 80th Avenue, River Grove, Leyden Township, IL 60171, USA",,,,,,,,,,,,,,,,"Grüneburgweg 106, 60323 Frankfurt, Germany",,,,,"Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,,,,,,,,,,,,"Melbourne, Victoria, Australia",,,,,"Miami, FL",,,,,"Walter-Gropius-Straße 15, 80807 Munich, Germany",,,,,"Orlando, FL",,,,,,,,,,,,,,,"Freshwater NSW 2096, Australia",,,,,"Setagaya, Japan",,,,,"Little Italy, Toronto, ON M6H 1G9, Canada",,,,,,,,,,,,,
"€4,431","1012 North Holland, Netherlands",2,1.0,113 Sq M,,,,,,,,,,,,"£1,500","The Lansdowne, 25 Hagley Road, Park Central, B16 8FU, United Kingdom",3,2.0,,,,,,,,,,,,,,,,,,,,,,,"$4,150","3320 W Altgeld St, Unit 1F",2,2.0,"1,115 Sq Ft",,,,,,,,,,,,€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",1,1.0,19 Sq M,£895,"40-42 King's Park Road, Glasgow, G44 4SU, United Kingdom",2,1.0,,,,,,,,,,,,,"$3,967","Melbourne VIC 3931, Australia",1,2.0,"1,356 Sq Ft","$1,650","7601 East Treasure Drive, North Bay Village, Miami-Dade County, FL 33141, USA",Studio,1.0,423 Sq Ft,"€1,790","Allescherstraße 21, 81479 Munich, Germany",Studio,1.0,30 Sq M,"$2,100","Orlando, FL",2,2.5,"1,334 Sq Ft",,,,,,,,,,,"$45,876","Bayview NSW 2104, Australia",4,2.0,969 Sq Ft,"¥400,159","220 Yamashita, Naka",1,1.0,215 Sq Ft,"$8,234","Toronto, ON M5J 0B1, Canada",6,4.0,"2,200 Sq Ft",,,,,,,,,,
,"1057 JH Amsterdam, Netherlands",,,,,,,,,,,,,,,,"261 Heeley Road, Selly Oak, B29 6EL, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,"124 W Polk St, Unit 00205",,,,,,,,,,,,,,,,"Staufenstraße 34, 60323 Frankfurt, Germany",,,,,"7 St Mungo Avenue, Glasgow, G4 0PF, United Kingdom",,,,,,,,,,,,,,,,"Capel Sound VIC 3940, Australia",,,,,"521 Northeast 74th Street, Little River, Miami, FL 33138, USA",,,,,"Alte Münchner Straße 45, 85774 Unterföhring, Germany",,,,,"Westgate Dr. and S. Kirkman Rd., Westgate Drive, MetroWest, Orlando, FL 32835, USA",,,,,,,,,,,,,,,"Rhodes NSW 2138, Australia",,,,,"Fujisawa, Kanagawa Prefecture, Japan",,,,,"Malton, Mississauga, ON L4T 2W7, Canada",,,,,,,,,,,,,
